NombreTelefono,Audifonos,Bluetooth,GPS,Radio,Teclado,SIM,NFC,Lector Huella,Rec Facial,Tarjeta Memoria,Disponible,SO__Apple,SO__Motorola,SO__Otra marca,SO__Samsung,Con__No,Con__Otro,Con__USB Type-C,Con__microUSB,Con__miniUSB,Horas Bateria_NORM,Horas Llamada Bateria_NORM,Bateria mAh_NORM,Peso Gramos_NORM,Resolucion Pixeles Ancho_NORM,Resolucion Pixeles Alto_NORM,Resolucion PPI_NORM,Tamano Pulgadas_NORM,RAM GB_NORM,Memoria GB_NORM,CPU GHz_NORM,Vida Bateria_NORM,Procesadores_NORM,Alto_NORM,Ancho_NORM,Grueso_NORM,Camara MP_NORM,Num Camaras_NORM,Selfie MP_NORM,Num Selfie_NORM,Video Pixeles_NORM,Video FPS_NORM,Selfie Video Pixeles_NORM,Selfie Video FPS_NORM,Precio_NORM
alcatel OT-S215A,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.1556420233463035,0.07291666666666667,0.03722222222222222,0.034682653718475946,0.03333333333333333,0.037037037037037035,0.1345926800472255,0.09782608695652174,0.0,3.814697265625e-06,0.0,0.0,0.1,0.21697582911748173,0.15426008968609864,0.18305084745762712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-S211,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.11284046692607004,0.0625,0.03722222222222222,0.02972798890155081,0.03333333333333333,0.02962962962962963,0.14285714285714285,0.08152173913043478,0.0,0.0,0.0,0.0,0.1,0.21697582911748173,0.15515695067264573,0.16610169491525423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LG GD310,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.19455252918287938,0.0659375,0.05,0.055492245949561515,0.0625,0.07407407407407407,0.19716646989374262,0.13043478260869565,0.0,0.000244140625,0.0,0.0,0.1,0.22765598650927488,0.18385650224215244,0.20677966101694914,0.029166666666666667,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0069233079585887675
LG Town GT350,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.17120622568093385,0.057291666666666664,0.05277777777777778,0.06193331021156419,0.0625,0.09259259259259259,0.18299881936245574,0.16304347826086957,0.0,0.0001068115234375,0.0,0.0,0.1,0.23777403035413158,0.18565022421524663,0.2135593220338983,0.018518518518518517,0.2,0.0,0.0,0.0390625,0.00625,0.0,0.0,0.0069233079585887675
LG GS500 Cookie Plus,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.1556420233463035,0.03822916666666667,0.05,0.0458306495565575,0.0625,0.09259259259259259,0.18299881936245574,0.16304347826086957,0.0,5.7220458984375e-05,0.0,0.0,0.1,0.23664980326025858,0.18565022421524663,0.15254237288135591,0.029166666666666667,0.2,0.0,0.0,0.0390625,0.00625,0.0,0.0,0.0069233079585887675
Acer beTouch E110,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.08333333333333333,0.052023980577713916,0.0625,0.07407407407407407,0.16883116883116883,0.15217391304347827,0.0009765625,0.00048828125,0.01664,0.0,0.1,0.22878021360314788,0.19103139013452913,0.17966101694915254,0.029166666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.005384307899396459
Acer neoTouch P300,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.1556420233463035,0.041666666666666664,0.05388888888888889,0.06470792250904227,0.0625,0.09259259259259259,0.17237308146399055,0.1739130434782609,0.0009765625,0.00048828125,0.02112,0.0,0.1,0.24339516582349635,0.19461883408071748,0.19999999999999998,0.029166666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.006153807928992613
Garmin-Asus nuvifone A50,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.058365758754863814,0.052083333333333336,0.06388888888888888,0.06738344151018184,0.08333333333333333,0.1111111111111111,0.19480519480519481,0.19021739130434784,0.0009765625,0.00048828125,0.024,0.0,0.1,0.25688589094997194,0.21973094170403587,0.15932203389830507,0.029166666666666667,0.2,0.0,0.0,0.05859375,0.0125,0.0,0.0,0.0
Sagem Puma Phone,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.13618677042801555,0.052083333333333336,0.04888888888888889,0.05697864539463905,0.0625,0.07407407407407407,0.16883116883116883,0.15217391304347827,0.0,0.0,0.0,0.0,0.1,0.2259696458684654,0.19730941704035876,0.17288135593220338,0.029166666666666667,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.030769039644963067
HTC Legend,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.17120622568093385,0.0746875,0.07222222222222222,0.0624287766932567,0.08333333333333333,0.1111111111111111,0.21251475796930341,0.1739130434782609,0.00146484375,0.000732421875,0.024,0.0,0.1,0.2478920741989882,0.19910313901345292,0.15254237288135591,0.046296296296296294,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.009231077278118357
Sharp AQUOS  941SH,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.12062256809338522,0.03822916666666667,0.0,0.06441064262002676,0.0,0.0,0.33412042502951594,0.2173913043478261,0.0,0.0,0.0,0.0,0.1,0.2636312535132097,0.1874439461883408,0.22033898305084745,0.07407407407407407,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sharp 940SH,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.11673151750972763,0.036458333333333336,0.0,0.06441064262002676,0.22239583333333332,0.1111111111111111,0.3400236127508855,0.1847826086956522,0.0,0.0,0.0,0.0,0.1,0.2456436200112423,0.1802690582959641,0.2135593220338983,0.1111111111111111,0.2,0.0,0.0,0.0390625,0.052083333333333336,0.0,0.0,0.0
Huawei U8220,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.11673151750972763,0.036458333333333336,0.08333333333333333,0.06688797502848932,0.08333333333333333,0.1111111111111111,0.19480519480519481,0.19021739130434784,0.0,0.0003662109375,0.0,0.0,0.1,0.25688589094997194,0.22242152466367712,0.1864406779661017,0.029166666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01769265452664056
Philips X100,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.2801556420233463,0.078125,0.0,0.026111083585195465,0.03333333333333333,0.037037037037037035,0.1345926800472255,0.09782608695652174,0.0,0.0,0.0,0.0,0.1,0.24957841483979767,0.15426008968609864,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samsung S8500 Wave,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0.23346303501945526,0.15625,0.08333333333333333,0.058465044839716596,0.125,0.18518518518518517,0.33412042502951594,0.1793478260869565,0.0,0.000743865966796875,0.04,0.0,0.1,0.26138279932546377,0.19730941704035876,0.14576271186440676,0.046296296296296294,0.2,0.0,0.3333333333333333,0.087890625,0.015625,0.0,0.0,0.012307615857985225
Sony Ericsson Xperia X10 mini pro,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.11089494163424124,0.046875,0.051666666666666666,0.05945597780310162,0.0625,0.07407407407407407,0.18536009445100354,0.13858695652173914,0.0,0.000244140625,0.024,0.0,0.1,0.19898819561551434,0.18385650224215244,0.2271186440677966,0.046296296296296294,0.2,0.0,0.0,0.05859375,0.015625,0.0,0.0,0.005384307899396459
Samsung E2550 Monte Slider,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.22178988326848248,0.09895833333333333,0.044444444444444446,0.04345241044443344,0.03333333333333333,0.037037037037037035,0.1204250295159386,0.10869565217391305,0.0,2.47955322265625e-05,0.0,0.0,0.1,0.2181000562113547,0.17130044843049327,0.18983050847457628,0.012037037037037037,0.2,0.0,0.0,0.0,0.0078125,0.0,0.0,0.006153807928992613
Samsung C3200 Monte Bar,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0.19455252918287938,0.08677083333333334,0.05555555555555555,0.038299559034831294,0.0625,0.07407407407407407,0.2361275088547816,0.10869565217391305,0.0,7.62939453125e-05,0.0,0.0,0.1,0.24732996065205173,0.16591928251121077,0.17627118644067796,0.018518518518518517,0.2,0.0,0.0,0.0,0.0078125,0.0,0.0,0.004615538639059179
Samsung I8520 Galaxy Beam,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0.245136186770428,0.14760416666666668,0.1,0.0772927711440321,0.125,0.18518518518518517,0.2975206611570248,0.20108695652173916,0.00146484375,0.000732421875,0.0288,0.0,0.1,0.2720629567172569,0.21076233183856502,0.19999999999999998,0.07407407407407407,0.2,0.0,0.3333333333333333,0.087890625,0.015625,0.0,0.0,0.019999693076911275
Samsung B3410W Ch@t,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.311284046692607,0.078125,0.05333333333333334,0.05633453896843879,0.0625,0.07407407407407407,0.18181818181818182,0.14130434782608697,0.0,8.58306884765625e-05,0.0,0.0,0.1,0.22653175941540193,0.18475336322869956,0.21694915254237288,0.018518518518518517,0.2,0.0,0.0,0.0390625,0.0,0.0,0.0,0.009231077278118357
Samsung E2370 Xcover,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0.622568093385214,0.22916666666666666,0.1111111111111111,0.05697864539463905,0.03333333333333333,0.037037037037037035,0.13695395513577333,0.09619565217391306,0.0,7.62939453125e-05,0.0,0.0,0.1,0.2478920741989882,0.17309417040358743,0.2542372881355932,0.0,0.2,0.0,0.0,0.05859375,0.0,0.0,0.0,0.007692077218926048
Motorola QUENCH,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.19455252918287938,0.078125,0.07888888888888888,0.06441064262002676,0.08333333333333333,0.1111111111111111,0.21959858323494688,0.16847826086956524,0.0009765625,0.0009765625,0.02112,0.0,0.1,0.25857223159078135,0.21165919282511209,0.16610169491525423,0.046296296296296294,0.2,0.0,0.0,0.0,0.013020833333333334,0.0,0.0,0.007692077218926048
Acer beTouch E400,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.1556420233463035,0.052083333333333336,0.06055555555555556,0.06193331021156419,0.08333333333333333,0.1111111111111111,0.21251475796930341,0.1739130434782609,0.0009765625,0.00048828125,0.024,0.0,0.1,0.254637436762226,0.20896860986547086,0.15932203389830507,0.029166666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.006153807928992613
Acer neoTouch P400,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.1556420233463035,0.052083333333333336,0.06055555555555556,0.06193331021156419,0.08333333333333333,0.1111111111111111,0.21251475796930341,0.1739130434782609,0.0009765625,0.00048828125,0.024,0.0,0.1,0.254637436762226,0.20896860986547086,0.15932203389830507,0.029166666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.007692077218926048
Acer Liquid E,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.1556420233463035,0.052083333333333336,0.075,0.06688797502848932,0.125,0.18518518518518517,0.3152302243211334,0.19021739130434784,0.001953125,0.0009765625,0.03072,0.0,0.1,0.254637436762226,0.22062780269058294,0.16610169491525423,0.046296296296296294,0.2,0.0,0.0,0.05859375,0.010416666666666666,0.0,0.0,0.0069233079585887675
Huawei U8100,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0933852140077821,0.046875,0.06388888888888888,0.051528514096021404,0.0625,0.07407407407407407,0.16883116883116883,0.15217391304347827,0.0,0.0,0.0,0.0,0.1,0.23777403035413158,0.2008968609865471,0.18305084745762712,0.029166666666666667,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.005384307899396459
Huawei U8110,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.10894941634241245,0.0346875,0.06388888888888888,0.054501312986176484,0.0625,0.07407407407407407,0.16883116883116883,0.15217391304347827,0.0,0.0,0.0,0.0,0.1,0.23440134907251264,0.2008968609865471,0.1864406779661017,0.029166666666666667,0.2,0.0,0.3333333333333333,0.0,0.0078125,0.0,0.0,0.0069233079585887675
Toshiba TG02,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.10700389105058365,0.052083333333333336,0.05555555555555555,0.05896051132140911,0.125,0.18518518518518517,0.269185360094451,0.22282608695652173,0.0009765625,0.00048828125,0.04,0.0,0.1,0.27880831928049465,0.23318385650224216,0.13220338983050847,0.029166666666666667,0.2,0.0,0.3333333333333333,0.05859375,0.015625,0.0,0.0,0.0
Toshiba K01,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.05555555555555555,0.07828370410741714,0.125,0.18518518518518517,0.269185360094451,0.22282608695652173,0.0009765625,0.00048828125,0.04,0.0,0.1,0.26981450252951095,0.2295964125560538,0.17288135593220338,0.029166666666666667,0.2,0.0,0.3333333333333333,0.05859375,0.015625,0.0,0.0,0.0
Huawei U8300,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.17509727626459143,0.052083333333333336,0.051666666666666666,0.051528514096021404,0.08333333333333333,0.05555555555555555,0.18181818181818182,0.14130434782608697,0.0,0.0,0.0,0.0,0.1,0.20798201236649805,0.22600896860986547,0.14576271186440676,0.029166666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.005384307899396459
HTC HD mini,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.13229571984435798,0.06947916666666666,0.06666666666666667,0.054501312986176484,0.08333333333333333,0.1111111111111111,0.21251475796930341,0.1739130434782609,0.00146484375,0.000732421875,0.024,0.0,0.1,0.2299044406970208,0.20358744394618833,0.1559322033898305,0.046296296296296294,0.2,0.0,0.0,0.05859375,0.015625,0.0,0.0,0.009231077278118357
LG GW990,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.10277777777777777,0.0,0.125,0.23703703703703705,0.27863046044864226,0.2608695652173913,0.001953125,0.0009765625,0.0,0.0,0.1,0.32490163012928613,0.22690582959641253,0.15932203389830507,0.046296296296296294,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
alcatel OT-106,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.1556420233463035,0.07291666666666667,0.03611111111111111,0.02972798890155081,0.024479166666666666,0.014814814814814815,0.10153482880755609,0.07173913043478261,0.0,0.0,0.0,0.0,0.1,0.25688589094997194,0.16233183856502242,0.19322033898305083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-802 Wave,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.17509727626459143,0.09375,0.04722222222222222,0.05103304761432889,0.08333333333333333,0.05555555555555555,0.19716646989374262,0.13043478260869565,0.0,0.00011444091796875,0.0,0.0,0.1,0.2456436200112423,0.20538116591928252,0.1864406779661017,0.018518518518518517,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T-Mobile Pulse Mini,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.11673151750972763,0.041666666666666664,0.06388888888888888,0.054501312986176484,0.0625,0.07407407407407407,0.16883116883116883,0.15217391304347827,0.0,0.00057220458984375,0.024,0.0,0.1,0.23440134907251264,0.2008968609865471,0.1864406779661017,0.029166666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-980,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.09533073929961089,0.10416666666666667,0.06388888888888888,0.07531090521726205,0.0625,0.07407407407407407,0.16883116883116883,0.15217391304347827,0.0,0.000370025634765625,0.0,0.0,0.1,0.2388982574480045,0.21345291479820627,0.2135593220338983,0.018518518518518517,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-301,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.12840466926070038,0.07291666666666667,0.027777777777777776,0.034187187236783434,0.03333333333333333,0.02962962962962963,0.14285714285714285,0.08152173913043478,0.0,3.814697265625e-06,0.0,0.0,0.1,0.2388982574480045,0.16233183856502242,0.20338983050847456,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-880 One Touch XTRA,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.2529182879377432,0.14239583333333333,0.04722222222222222,0.058465044839716596,0.08333333333333333,0.05555555555555555,0.19716646989374262,0.13043478260869565,0.0,0.00011444091796875,0.0,0.0,0.1,0.23440134907251264,0.2008968609865471,0.22033898305084745,0.018518518518518517,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-300,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.12840466926070038,0.07291666666666667,0.027777777777777776,0.03270078779170589,0.03333333333333333,0.02962962962962963,0.14757969303423848,0.07880434782608696,0.0,3.814697265625e-06,0.0,0.0,0.1,0.2388982574480045,0.16233183856502242,0.20338983050847456,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-909 One Touch MAX,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.2140077821011673,0.0625,0.05555555555555555,0.052023980577713916,0.0625,0.07407407407407407,0.16883116883116883,0.15217391304347827,0.0,0.0001678466796875,0.0,0.0,0.1,0.24339516582349635,0.20807174887892374,0.19999999999999998,0.018518518518518517,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-806,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.28249027237354085,0.17364583333333336,0.04722222222222222,0.052023980577713916,0.08333333333333333,0.05555555555555555,0.16883116883116883,0.15217391304347827,0.0,0.000133514404296875,0.0,0.0,0.1,0.2625070264193367,0.20807174887892374,0.16271186440677965,0.018518518518518517,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01153811582838907
alcatel OT-208,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.12957198443579768,0.046875,0.027777777777777776,0.03220532131001338,0.03333333333333333,0.02962962962962963,0.14757969303423848,0.07880434782608696,0.0,0.0,0.0,0.0,0.1,0.2388982574480045,0.16233183856502242,0.20338983050847456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-216,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.1556420233463035,0.07291666666666667,0.03611111111111111,0.02972798890155081,0.03333333333333333,0.02962962962962963,0.14285714285714285,0.08152173913043478,0.0,0.0,0.0,0.0,0.1,0.23440134907251264,0.16233183856502242,0.19322033898305083,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-565,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.2918287937743191,0.09375,0.03611111111111111,0.03448446712579894,0.03333333333333333,0.037037037037037035,0.13695395513577333,0.09619565217391306,0.0,3.814697265625e-06,0.0,0.0,0.1,0.21247892074198987,0.16502242152466368,0.22372881355932203,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-710,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.32334630350194554,0.16666666666666666,0.04722222222222222,0.04211465094386365,0.0625,0.07407407407407407,0.16646989374262103,0.15380434782608698,0.0,6.67572021484375e-06,0.0,0.0,0.1,0.22821810005621135,0.20717488789237667,0.17288135593220338,0.018518518518518517,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.003846038609463024
alcatel OT-108,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.167704280155642,0.0746875,0.027777777777777776,0.03220532131001338,0.025,0.014814814814814815,0.10271546635182999,0.07173913043478261,0.0,0.0,0.0,0.0,0.1,0.2388982574480045,0.16233183856502242,0.20338983050847456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-508A,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.22178988326848248,0.08854166666666667,0.041666666666666664,0.03448446712579894,0.03333333333333333,0.037037037037037035,0.1345926800472255,0.09782608695652174,0.0,3.814697265625e-06,0.0,0.0,0.1,0.23664980326025858,0.16233183856502242,0.18983050847457628,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-252,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.1556420233463035,0.052083333333333336,0.027777777777777776,0.0,0.041666666666666664,0.02962962962962963,0.1345926800472255,0.09782608695652174,0.0,0.0,0.0,0.0,0.1,0.22259696458684655,0.2044843049327354,0.15932203389830507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-255,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.14785992217898833,0.09375,0.03611111111111111,0.037655452608631027,0.03333333333333333,0.037037037037037035,0.1345926800472255,0.09782608695652174,0.0,3.4332275390625e-06,0.0,0.0,0.1,0.22259696458684655,0.2044843049327354,0.15932203389830507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-505,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.18482490272373542,0.078125,0.03611111111111111,0.03448446712579894,0.03333333333333333,0.037037037037037035,0.13695395513577333,0.09619565217391306,0.0,3.814697265625e-06,0.0,0.0,0.1,0.23664980326025858,0.16233183856502242,0.18983050847457628,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-606 One Touch CHAT,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.20622568093385213,0.11635416666666666,0.03722222222222222,0.054104939800822476,0.0625,0.07407407407407407,0.21487603305785125,0.11956521739130437,0.0,7.62939453125e-06,0.0,0.0,0.1,0.24114671163575044,0.1802690582959641,0.22033898305084745,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0030772693491257445
alcatel OT-380,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.13618677042801555,0.07291666666666667,0.03611111111111111,0.04459198335232622,0.03333333333333333,0.037037037037037035,0.1345926800472255,0.09782608695652174,0.0,3.814697265625e-06,0.0,0.0,0.1,0.20123664980326028,0.15874439461883408,0.2576271186440678,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-808,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.2140077821011673,0.1875,0.04722222222222222,0.05598771243125403,0.08333333333333333,0.05555555555555555,0.19716646989374262,0.13043478260869565,0.0,0.000152587890625,0.0,0.0,0.1,0.15626756604834177,0.24932735426008967,0.2745762711864407,0.018518518518518517,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.005384307899396459
alcatel OT-305,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.14785992217898833,0.0590625,0.027777777777777776,0.03339444086607541,0.03333333333333333,0.02962962962962963,0.14757969303423848,0.07880434782608696,0.0,3.814697265625e-06,0.0,0.0,0.1,0.23664980326025858,0.16233183856502242,0.18983050847457628,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel Miss Sixty,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.17509727626459143,0.09375,0.04722222222222222,0.05945597780310162,0.0625,0.07407407407407407,0.19716646989374262,0.13043478260869565,0.0,0.00011444091796875,0.0,0.0,0.1,0.23440134907251264,0.2008968609865471,0.22033898305084745,0.018518518518518517,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT-206,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.1556420233463035,0.07291666666666667,0.03611111111111111,0.02972798890155081,0.03333333333333333,0.02962962962962963,0.14285714285714285,0.08152173913043478,0.0,0.0,0.0,0.0,0.1,0.23440134907251264,0.16233183856502242,0.19322033898305083,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0023077693195295893
T-Mobile Vairy Touch II,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.11673151750972763,0.0503125,0.044444444444444446,0.04112371798047862,0.0625,0.09259259259259259,0.19716646989374262,0.15217391304347827,0.0,0.0,0.0,0.0,0.1,0.2259696458684654,0.17668161434977578,0.16610169491525423,0.018518518518518517,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.005384307899396459
Huawei U8230,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.1111111111111111,0.19480519480519481,0.19021739130434784,0.0009765625,0.00048828125,0.02112,0.0,0.1,0.2591343451377178,0.22242152466367712,0.1864406779661017,0.029166666666666667,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.020769193106507426
Vodafone 150,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.1556420233463035,0.052083333333333336,0.027777777777777776,0.0,0.025,0.014814814814814815,0.1357733175914994,0.05434782608695653,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000769500029596155
Vodafone 250,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.1556420233463035,0.052083333333333336,0.027777777777777776,0.0,0.03333333333333333,0.02962962962962963,0.14757969303423848,0.07880434782608696,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000769500029596155
Samsung E1150,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.28793774319066145,0.08854166666666667,0.044444444444444446,0.03592131992270723,0.03333333333333333,0.02962962962962963,0.14994096812278632,0.07771739130434784,0.0,0.0,0.0,0.0,0.1,0.1944912872400225,0.15515695067264573,0.26440677966101694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015382692899334343
T-Mobile Vairy Text,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.17509727626459143,0.09375,0.04722222222222222,0.05103304761432889,0.08333333333333333,0.05555555555555555,0.19716646989374262,0.13043478260869565,0.0,3.814697265625e-05,0.0,0.0,0.1,0.2456436200112423,0.2044843049327354,0.1864406779661017,0.018518518518518517,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZTE Bingo,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0625,0.07407407407407407,0.14757969303423848,0.1739130434782609,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.046296296296296294,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
Nokia E5,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.24708171206225682,0.1371875,0.06666666666666667,0.0624287766932567,0.08333333333333333,0.05555555555555555,0.19952774498229045,0.1282608695652174,0.0009765625,0.000476837158203125,0.024,0.0,0.1,0.254637436762226,0.20807174887892374,0.1694915254237288,0.046296296296296294,0.2,0.0,0.0,0.05859375,0.0078125,0.0,0.0,0.0069233079585887675
