NombreTelefono,Audifonos,Bluetooth,GPS,Radio,Teclado,SIM,NFC,Lector Huella,Rec Facial,Tarjeta Memoria,Disponible,SO__Apple,SO__Motorola,SO__Otra marca,SO__Samsung,Con__No,Con__Otro,Con__USB Type-C,Con__microUSB,Con__miniUSB,Horas Bateria_NORM,Horas Llamada Bateria_NORM,Bateria mAh_NORM,Peso Gramos_NORM,Resolucion Pixeles Ancho_NORM,Resolucion Pixeles Alto_NORM,Resolucion PPI_NORM,Tamano Pulgadas_NORM,RAM GB_NORM,Memoria GB_NORM,CPU GHz_NORM,Vida Bateria_NORM,Procesadores_NORM,Alto_NORM,Ancho_NORM,Grueso_NORM,Camara MP_NORM,Num Camaras_NORM,Selfie MP_NORM,Num Selfie_NORM,Video Pixeles_NORM,Video FPS_NORM,Selfie Video Pixeles_NORM,Selfie Video FPS_NORM,Precio_NORM
Motorola Timeport P7389,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.058365758754863814,0.036458333333333336,0.03333333333333333,0.06936530743695189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.16233183856502242,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola Talkabout T2288,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.05252918287937743,0.036458333333333336,0.03888888888888889,0.06936530743695189,0.025,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.16591928251121077,0.3593220338983051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motorola d520,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.023346303501945526,0.03125,0.03611111111111111,0.0842293018877273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30972456436200113,0.17668161434977578,0.3593220338983051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siemens C10,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0311284046692607,0.052083333333333336,0.03888888888888889,0.08175196947926473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30297920179876336,0.19461883408071748,0.2949152542372881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siemens C11,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0311284046692607,0.052083333333333336,0.03888888888888889,0.08175196947926473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30297920179876336,0.19461883408071748,0.2949152542372881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siemens S10,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.04669260700389105,0.10416666666666667,0.1,0.091661299113115,0.025260416666666667,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3254637436762226,0.16233183856502242,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siemens S11,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.04669260700389105,0.10416666666666667,0.1,0.091661299113115,0.025260416666666667,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3254637436762226,0.16233183856502242,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siemens S10 active,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.04669260700389105,0.10416666666666667,0.1,0.091661299113115,0.025260416666666667,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.33220910623946037,0.17309417040358743,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siemens SL10,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0178988326848249,0.03125,0.0,0.06837437447356687,0.025260416666666667,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2855536818437325,0.17668161434977578,0.34576271186440677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siemens S25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.023346303501945526,0.052083333333333336,0.03611111111111111,0.06193331021156419,0.025260416666666667,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2591343451377178,0.16591928251121077,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siemens C25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0622568093385214,0.052083333333333336,0.03611111111111111,0.06688797502848932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2591343451377178,0.16591928251121077,0.3593220338983051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siemens C35,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.019455252918287938,0.015625,0.027777777777777776,0.054501312986176484,0.026302083333333334,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26138279932546377,0.16233183856502242,0.2813559322033898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siemens C35i,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.019455252918287938,0.015625,0.027777777777777776,0.054501312986176484,0.026302083333333334,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26138279932546377,0.16233183856502242,0.2813559322033898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siemens M35i,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.019455252918287938,0.015625,0.027777777777777776,0.06193331021156419,0.026302083333333334,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26138279932546377,0.16591928251121077,0.2949152542372881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siemens S35i,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.023346303501945526,0.017395833333333333,0.03611111111111111,0.049051181687558836,0.026302083333333334,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26138279932546377,0.16233183856502242,0.2813559322033898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GH 218,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.018287937743190662,0.0278125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.17309417040358743,0.4813559322033898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GO 118,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.014007782101167316,0.03125,0.06666666666666667,0.1065252935638904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3209668353007308,0.20807174887892374,0.2406779661016949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GS 18,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.014007782101167316,0.03125,0.06666666666666667,0.1065252935638904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3254637436762226,0.21165919282511209,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GA 318,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.026070038910505838,0.0346875,0.06666666666666667,0.12287568745974335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.17309417040358743,0.4271186440677966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GH 337,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.009727626459143969,0.0190625,0.050833333333333335,0.0956250309666551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.17309417040358743,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GF 337,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.009727626459143969,0.0190625,0.050833333333333335,0.0956250309666551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.17309417040358743,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GS 337,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.009727626459143969,0.0190625,0.050833333333333335,0.0956250309666551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.17309417040358743,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GH 388,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.014396887159533073,0.021666666666666667,0.050833333333333335,0.0842293018877273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.17309417040358743,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GF 388,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.014396887159533073,0.021666666666666667,0.050833333333333335,0.0842293018877273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.17309417040358743,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GA 628,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.03229571984435798,0.021666666666666667,0.05555555555555555,0.07927463707080216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.17309417040358743,0.3728813559322034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GH 688,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.03735408560311284,0.041666666666666664,0.06666666666666667,0.07927463707080216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.17309417040358743,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GF 768,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.023346303501945526,0.03125,0.030555555555555555,0.06688797502848932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.23215289488476673,0.17309417040358743,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson PF 768,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.023346303501945526,0.03125,0.030555555555555555,0.06688797502848932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.23215289488476673,0.17309417040358743,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GF 788,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.023346303501945526,0.03125,0.030555555555555555,0.06688797502848932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.23215289488476673,0.17309417040358743,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson GF 788e,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.023346303501945526,0.03125,0.030555555555555555,0.06688797502848932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.23215289488476673,0.17309417040358743,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson S 868,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0311284046692607,0.04604166666666667,0.044444444444444446,0.08522023485111233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.17309417040358743,0.2813559322033898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson SH 888,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0311284046692607,0.04604166666666667,0.044444444444444446,0.09661596393004014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.17309417040358743,0.2949152542372881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson I 888,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0311284046692607,0.04604166666666667,0.044444444444444446,0.09661596393004014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.17309417040358743,0.2949152542372881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson A1018s,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0311284046692607,0.04604166666666667,0.044444444444444446,0.08076103651587971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.28780213603147836,0.17309417040358743,0.3593220338983051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson T10s,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.038910505836575876,0.041666666666666664,0.041666666666666664,0.06688797502848932,0.026302083333333334,0.007638888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.23215289488476673,0.17309417040358743,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson T18s,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.038910505836575876,0.041666666666666664,0.041666666666666664,0.07233810632710698,0.026302083333333334,0.007638888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.23215289488476673,0.17309417040358743,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson T28s,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.02529182879377432,0.046875,0.027777777777777776,0.04112371798047862,0.026302083333333334,0.007638888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.21472737492973581,0.17668161434977578,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson T28 World,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.02529182879377432,0.046875,0.027777777777777776,0.04112371798047862,0.026302083333333334,0.007638888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.21472737492973581,0.17668161434977578,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ericsson R250s PRO,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.038910505836575876,0.052083333333333336,0.0,0.16350393895852947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.32771219786396855,0.20807174887892374,0.4271186440677966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcatel OT Gum db,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.05058365758754864,0.049479166666666664,0.03611111111111111,0.07431997225387703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26981450252951095,0.1695067264573991,0.33220338983050846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panasonic G600,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0311284046692607,0.020833333333333332,0.0,0.06341970965664173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29229904440697024,0.15874439461883408,0.2406779661016949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panasonic GD30,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.03501945525291829,0.03125,0.03888888888888889,0.06688797502848932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2984822934232715,0.15874439461883408,0.2677966101694915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panasonic GD70,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.038910505836575876,0.041666666666666664,0.0,0.06688797502848932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2984822934232715,0.15874439461883408,0.2677966101694915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panasonic GD90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.03696498054474708,0.036458333333333336,0.03611111111111111,0.04360105038894119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26138279932546377,0.14798206278026904,0.22033898305084745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panasonic GD92,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0622568093385214,0.036458333333333336,0.03611111111111111,0.03815091909032354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26138279932546377,0.14260089686098654,0.22033898305084745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panasonic GD93,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.06614785992217899,0.0346875,0.03611111111111111,0.03963731853540108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2653175941540191,0.15874439461883408,0.22033898305084745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sony CM-DX 1000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.027237354085603113,0.10416666666666667,0.075,0.11643462319774067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.33220910623946037,0.15874439461883408,0.4271186440677966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sony CM-DX 2000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.038910505836575876,0.10416666666666667,0.1,0.091661299113115,0.025260416666666667,0.007638888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3254637436762226,0.16233183856502242,0.3593220338983051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sony CMD Z1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0311284046692607,0.10416666666666667,0.04055555555555555,0.10900262597235297,0.025260416666666667,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.21922428330522767,0.22600896860986547,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sony CMD Z1 plus,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.019455252918287938,0.08333333333333333,0.03333333333333333,0.09661596393004014,0.025260416666666667,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.21697582911748173,0.21165919282511209,0.34576271186440677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sony CMD C1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.04474708171206226,0.052083333333333336,0.027777777777777776,0.05301491354109895,0.025260416666666667,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3074761101742552,0.15874439461883408,0.34576271186440677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sony CMD CD5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.07003891050583658,0.0625,0.027777777777777776,0.06886984095525937,0.025260416666666667,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3074761101742552,0.15874439461883408,0.34576271186440677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sony CMD Z5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.07003891050583658,0.0625,0.027777777777777776,0.04062825149878611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1944912872400225,0.17309417040358743,0.2813559322033898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosch Com 207,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.033073929961089495,0.020833333333333332,0.03333333333333333,0.08868850022295992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3254637436762226,0.19730941704035876,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosch Com 607,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0311284046692607,0.03125,0.030555555555555555,0.09364316503988505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29679595278246207,0.1874439461883408,0.2271186440677966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosch Com 608,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.019455252918287938,0.022604166666666665,0.030555555555555555,0.08373383540603478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29679595278246207,0.1874439461883408,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosch Com 906,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.011673151750972763,0.013020833333333334,0.027777777777777776,0.07184263984541446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.31871838111298484,0.2008968609865471,0.2542372881355932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosch Com 738,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.027237354085603113,0.0346875,0.03611111111111111,0.09364316503988505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.31422147273749296,0.1874439461883408,0.2406779661016949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosch World 718,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.027237354085603113,0.0346875,0.03611111111111111,0.09364316503988505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.31422147273749296,0.1874439461883408,0.2406779661016949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosch Com 509,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.03385214007782101,0.041666666666666664,0.0,0.07431997225387703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29679595278246207,0.1874439461883408,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosch Com 908,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.027237354085603113,0.03125,0.03611111111111111,0.049051181687558836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2478920741989882,0.17668161434977578,0.2271186440677966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosch 909 Dual,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.027237354085603113,0.03125,0.03611111111111111,0.049051181687558836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2478920741989882,0.17668161434977578,0.2271186440677966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philips Fizz,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.017509727626459144,0.010416666666666666,0.0,0.08373383540603478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.358628442945475,0.21165919282511209,0.2271186440677966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philips Spark,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.13618677042801555,0.0625,0.2222222222222222,0.06391517613833424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3074761101742552,0.19730941704035876,0.3084745762711864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philips Diga,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.033073929961089495,0.022604166666666665,0.03333333333333333,0.08868850022295992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3254637436762226,0.19730941704035876,0.2542372881355932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philips Savvy,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.09727626459143969,0.041666666666666664,0.03888888888888889,0.06688797502848932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.29229904440697024,0.17668161434977578,0.34576271186440677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philips Genie,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.20428015564202334,0.08333333333333333,0.030555555555555555,0.049051181687558836,0.026041666666666668,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24339516582349635,0.19103139013452913,0.2677966101694915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philips Genie Sport,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.20428015564202334,0.08333333333333333,0.030555555555555555,0.049051181687558836,0.026041666666666668,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24339516582349635,0.19103139013452913,0.2677966101694915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philips Genie db,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.20428015564202334,0.08333333333333333,0.030555555555555555,0.04706931576078879,0.026041666666666668,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24339516582349635,0.19103139013452913,0.2677966101694915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philips Savvy Vogue,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.07782101167315175,0.041666666666666664,0.0,0.06936530743695189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2855536818437325,0.1695067264573991,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philips Savvy DB,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.07782101167315175,0.041666666666666664,0.0,0.06936530743695189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2855536818437325,0.1695067264573991,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philips Ozeo,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.11673151750972763,0.052083333333333336,0.0,0.06341970965664173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25238898257448006,0.1802690582959641,0.31864406779661014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philips Xenium,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.19455252918287938,0.0625,0.0,0.04706931576078879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24114671163575044,0.14439461883408072,0.2949152542372881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
